key|S_Kr|S_En|S_Beon|S_Esp|S_Deu|S_Idn|S_Tha|S_Fr|S_Gan|S_Rus
76009|집중해 주세요… 사령관님. |Could you please focus, sir?|Could you please focus, sir?|Could you please focus, sir?|Could you please focus, sir?|Could you please focus, sir?|Could you please focus, sir?|Could you please focus, sir?|Could you please focus, sir?|Could you please focus, sir?
76010|미안 미안. 분위기 전환 좀 해보려고 그랬지 |Sorry, I was just to blow off some steam.|Sorry, I was just to blow off some steam.|Sorry, I was just to blow off some steam.|Sorry, I was just to blow off some steam.|Sorry, I was just to blow off some steam.|Sorry, I was just to blow off some steam.|Sorry, I was just to blow off some steam.|Sorry, I was just to blow off some steam.|Sorry, I was just to blow off some steam.
76011|아리엘의 말처럼 어딘가 모르게 저희의 공수 패턴이 읽히는 느낌이었어요 |As Ariel said, I also felt our attack-and-defense pattern is being read.|As Ariel said, I also felt our attack-and-defense pattern is being read.|As Ariel said, I also felt our attack-and-defense pattern is being read.|As Ariel said, I also felt our attack-and-defense pattern is being read.|As Ariel said, I also felt our attack-and-defense pattern is being read.|As Ariel said, I also felt our attack-and-defense pattern is being read.|As Ariel said, I also felt our attack-and-defense pattern is being read.|As Ariel said, I also felt our attack-and-defense pattern is being read.|As Ariel said, I also felt our attack-and-defense pattern is being read.
76012|맞아. 특히 아직 한 번도 선보이지 않은 플랜조차 간파당한 느낌이었지 |Like even our secret plan we did not perform yet has seen through already, right?|Like even our secret plan we did not perform yet has seen through already, right?|Like even our secret plan we did not perform yet has seen through already, right?|Like even our secret plan we did not perform yet has seen through already, right?|Like even our secret plan we did not perform yet has seen through already, right?|Like even our secret plan we did not perform yet has seen through already, right?|Like even our secret plan we did not perform yet has seen through already, right?|Like even our secret plan we did not perform yet has seen through already, right?|Like even our secret plan we did not perform yet has seen through already, right?
76013|설마… 그거 아닐까요? |I think it's… 'that'.|I think it's… 'that'.|I think it's… 'that'.|I think it's… 'that'.|I think it's… 'that'.|I think it's… 'that'.|I think it's… 'that'.|I think it's… 'that'.|I think it's… 'that'.
76014|그거? |That?|That?|That?|That?|That?|That?|That?|That?|That?
76015|능력자들 중에서는 상대의 다음 행동을 미리 읽는 능력을 갖춘 이들이 있다던데…|Some of the talented have the ability to read how the opponent will behave…|Some of the talented have the ability to read how the opponent will behave…|Some of the talented have the ability to read how the opponent will behave…|Some of the talented have the ability to read how the opponent will behave…|Some of the talented have the ability to read how the opponent will behave…|Some of the talented have the ability to read how the opponent will behave…|Some of the talented have the ability to read how the opponent will behave…|Some of the talented have the ability to read how the opponent will behave…|Some of the talented have the ability to read how the opponent will behave…
76016|땡~ |Wrong-!|Wrong-!|Wrong-!|Wrong-!|Wrong-!|Wrong-!|Wrong-!|Wrong-!|Wrong-!
76017|윽… |Ugh…|Ugh…|Ugh…|Ugh…|Ugh…|Ugh…|Ugh…|Ugh…|Ugh…
76018|한나, 뭐 아는 거라도 있어? |Hanna, do you know anything?|Hanna, do you know anything?|Hanna, do you know anything?|Hanna, do you know anything?|Hanna, do you know anything?|Hanna, do you know anything?|Hanna, do you know anything?|Hanna, do you know anything?|Hanna, do you know anything?
76019|간단한 추리죠. |It's just a simple deduction.|It's just a simple deduction.|It's just a simple deduction.|It's just a simple deduction.|It's just a simple deduction.|It's just a simple deduction.|It's just a simple deduction.|It's just a simple deduction.|It's just a simple deduction.
76020|뭐야… 으스스하게… 우리 중에 범인이라도 있다는 거예요?|That's chilly… Are you saying there's a suspect among us?|That's chilly… Are you saying there's a suspect among us?|That's chilly… Are you saying there's a suspect among us?|That's chilly… Are you saying there's a suspect among us?|That's chilly… Are you saying there's a suspect among us?|That's chilly… Are you saying there's a suspect among us?|That's chilly… Are you saying there's a suspect among us?|That's chilly… Are you saying there's a suspect among us?|That's chilly… Are you saying there's a suspect among us?
76021|아니요~ 생각해보세요. 우리가 새로운 플랜을 전장에서 펼쳐 보이진 않았지만 연습은 했잖아요. |No, think about it. We did not perform the new plan here but we have been practicing.|No, think about it. We did not perform the new plan here but we have been practicing.|No, think about it. We did not perform the new plan here but we have been practicing.|No, think about it. We did not perform the new plan here but we have been practicing.|No, think about it. We did not perform the new plan here but we have been practicing.|No, think about it. We did not perform the new plan here but we have been practicing.|No, think about it. We did not perform the new plan here but we have been practicing.|No, think about it. We did not perform the new plan here but we have been practicing.|No, think about it. We did not perform the new plan here but we have been practicing.
76022|그렇지. 아주 피나는 연습을 해서 완성했지. |Indeed, especially with a desperate effort.|Indeed, especially with a desperate effort.|Indeed, especially with a desperate effort.|Indeed, especially with a desperate effort.|Indeed, especially with a desperate effort.|Indeed, especially with a desperate effort.|Indeed, especially with a desperate effort.|Indeed, especially with a desperate effort.|Indeed, especially with a desperate effort.
76023|그 연습의 과정을 모두 지켜본 이가 있어요. |There is someone who was watching all of this process.|There is someone who was watching all of this process.|There is someone who was watching all of this process.|There is someone who was watching all of this process.|There is someone who was watching all of this process.|There is someone who was watching all of this process.|There is someone who was watching all of this process.|There is someone who was watching all of this process.|There is someone who was watching all of this process.
76024|에엑! 정말요!? |Ekk! Is that true?!|Ekk! Is that true?!|Ekk! Is that true?!|Ekk! Is that true?!|Ekk! Is that true?!|Ekk! Is that true?!|Ekk! Is that true?!|Ekk! Is that true?!|Ekk! Is that true?!
76025|그게 누구야, 한나? |Who is that, Hanna?|Who is that, Hanna?|Who is that, Hanna?|Who is that, Hanna?|Who is that, Hanna?|Who is that, Hanna?|Who is that, Hanna?|Who is that, Hanna?|Who is that, Hanna?
76026|아직 모르시겠어요?|You still have no idea?|You still have no idea?|You still have no idea?|You still have no idea?|You still have no idea?|You still have no idea?|You still have no idea?|You still have no idea?|You still have no idea?
76027|설마… |No way…|No way…|No way…|No way…|No way…|No way…|No way…|No way…|No way…
76028|그게 누구예요? 알려주기만 하세요. 당장 베어버릴 테니. |Who is that? Just tell me, then I will cut off whoever that is.|Who is that? Just tell me, then I will cut off whoever that is.|Who is that? Just tell me, then I will cut off whoever that is.|Who is that? Just tell me, then I will cut off whoever that is.|Who is that? Just tell me, then I will cut off whoever that is.|Who is that? Just tell me, then I will cut off whoever that is.|Who is that? Just tell me, then I will cut off whoever that is.|Who is that? Just tell me, then I will cut off whoever that is.|Who is that? Just tell me, then I will cut off whoever that is.
76029|제가 말하지 않아도 곧 등장할 것 같은데… |She will appear soon even I don't tell you…|She will appear soon even I don't tell you…|She will appear soon even I don't tell you…|She will appear soon even I don't tell you…|She will appear soon even I don't tell you…|She will appear soon even I don't tell you…|She will appear soon even I don't tell you…|She will appear soon even I don't tell you…|She will appear soon even I don't tell you…
76030|사령관님. 새로운 움직임이 포착되었습니다. |Unknown movement detected, Commander.|Unknown movement detected, Commander.|Unknown movement detected, Commander.|Unknown movement detected, Commander.|Unknown movement detected, Commander.|Unknown movement detected, Commander.|Unknown movement detected, Commander.|Unknown movement detected, Commander.|Unknown movement detected, Commander.
76031|한나의 말대로 모습을 드러내려 하는군. |It's turning out as Hanna said.|It's turning out as Hanna said.|It's turning out as Hanna said.|It's turning out as Hanna said.|It's turning out as Hanna said.|It's turning out as Hanna said.|It's turning out as Hanna said.|It's turning out as Hanna said.|It's turning out as Hanna said.
76032|전투태세를 갖추겠습니다. |Prepare for combat.|Prepare for combat.|Prepare for combat.|Prepare for combat.|Prepare for combat.|Prepare for combat.|Prepare for combat.|Prepare for combat.|Prepare for combat.
76033|아니, 아직 그럴 필요 없어. |No, not yet.|No, not yet.|No, not yet.|No, not yet.|No, not yet.|No, not yet.|No, not yet.|No, not yet.|No, not yet.
76034|네?|Sir?|Sir?|Sir?|Sir?|Sir?|Sir?|Sir?|Sir?|Sir?
76035|녀석은 전투 요원이 아니니까. |It's not a combat agent.|It's not a combat agent.|It's not a combat agent.|It's not a combat agent.|It's not a combat agent.|It's not a combat agent.|It's not a combat agent.|It's not a combat agent.|It's not a combat agent.
76036|그게 무슨 말씀이세요? |What do you mean?|What do you mean?|What do you mean?|What do you mean?|What do you mean?|What do you mean?|What do you mean?|What do you mean?|What do you mean?
76037|저기, 앞을 보라고. 제군들. |Look ahead, people.|Look ahead, people.|Look ahead, people.|Look ahead, people.|Look ahead, people.|Look ahead, people.|Look ahead, people.|Look ahead, people.|Look ahead, people.
76038|안녕하십니까. 오랜만에 뵙습니다. |Good day to you. It has been a long time.|Good day to you. It has been a long time.|Good day to you. It has been a long time.|Good day to you. It has been a long time.|Good day to you. It has been a long time.|Good day to you. It has been a long time.|Good day to you. It has been a long time.|Good day to you. It has been a long time.|Good day to you. It has been a long time.
76039|아이!! |Aye!!|Aye!!|Aye!!|Aye!!|Aye!!|Aye!!|Aye!!|Aye!!|Aye!!
76040|맞아요. 우리의 새로운 플랜을 하나부터 열까지 모두 지켜본 자. 바로 아이였어요. |Yes, who watched our new plan from the beginning was Aye.|Yes, who watched our new plan from the beginning was Aye.|Yes, who watched our new plan from the beginning was Aye.|Yes, who watched our new plan from the beginning was Aye.|Yes, who watched our new plan from the beginning was Aye.|Yes, who watched our new plan from the beginning was Aye.|Yes, who watched our new plan from the beginning was Aye.|Yes, who watched our new plan from the beginning was Aye.|Yes, who watched our new plan from the beginning was Aye.
76041|그렇군요. 이번 연습은 극비에 진행돼야 했기에 다이브 룸에서만 펼쳐졌고… |Now I get it. The practice this time should be performed secretly only in Dive Room and…|Now I get it. The practice this time should be performed secretly only in Dive Room and…|Now I get it. The practice this time should be performed secretly only in Dive Room and…|Now I get it. The practice this time should be performed secretly only in Dive Room and…|Now I get it. The practice this time should be performed secretly only in Dive Room and…|Now I get it. The practice this time should be performed secretly only in Dive Room and…|Now I get it. The practice this time should be performed secretly only in Dive Room and…|Now I get it. The practice this time should be performed secretly only in Dive Room and…|Now I get it. The practice this time should be performed secretly only in Dive Room and…
76042|다이브 룸의 모든 것을 관리하는 아이가 그 데이터를 가지고 있지 않을 리 없지. |…It was obvious that Aye, who manages everything in Dive Room, has the data.|…It was obvious that Aye, who manages everything in Dive Room, has the data.|…It was obvious that Aye, who manages everything in Dive Room, has the data.|…It was obvious that Aye, who manages everything in Dive Room, has the data.|…It was obvious that Aye, who manages everything in Dive Room, has the data.|…It was obvious that Aye, who manages everything in Dive Room, has the data.|…It was obvious that Aye, who manages everything in Dive Room, has the data.|…It was obvious that Aye, who manages everything in Dive Room, has the data.|…It was obvious that Aye, who manages everything in Dive Room, has the data.
76043|그래서 우리의 공수 패턴이 모두 들켰던 거구나. |That's why our attack-and-defense pattern has seen through.|That's why our attack-and-defense pattern has seen through.|That's why our attack-and-defense pattern has seen through.|That's why our attack-and-defense pattern has seen through.|That's why our attack-and-defense pattern has seen through.|That's why our attack-and-defense pattern has seen through.|That's why our attack-and-defense pattern has seen through.|That's why our attack-and-defense pattern has seen through.|That's why our attack-and-defense pattern has seen through.
76044|아직 한 마디도 드리지 않았는데 이렇게 완벽히 파악하시다니. 역시 여신의 키스답습니다. |I did not mention anything, but you got it perfectly. It's just Goddess Kiss as expected.|I did not mention anything, but you got it perfectly. It's just Goddess Kiss as expected.|I did not mention anything, but you got it perfectly. It's just Goddess Kiss as expected.|I did not mention anything, but you got it perfectly. It's just Goddess Kiss as expected.|I did not mention anything, but you got it perfectly. It's just Goddess Kiss as expected.|I did not mention anything, but you got it perfectly. It's just Goddess Kiss as expected.|I did not mention anything, but you got it perfectly. It's just Goddess Kiss as expected.|I did not mention anything, but you got it perfectly. It's just Goddess Kiss as expected.|I did not mention anything, but you got it perfectly. It's just Goddess Kiss as expected.
76045|여어~ 부끄럽게 무슨 그런 칭찬 씩이나|Hey~ I am embarrassed by your compliment.|Hey~ I am embarrassed by your compliment.|Hey~ I am embarrassed by your compliment.|Hey~ I am embarrassed by your compliment.|Hey~ I am embarrassed by your compliment.|Hey~ I am embarrassed by your compliment.|Hey~ I am embarrassed by your compliment.|Hey~ I am embarrassed by your compliment.|Hey~ I am embarrassed by your compliment.
76046|그러게 말이에요~ |Me too~|Me too~|Me too~|Me too~|Me too~|Me too~|Me too~|Me too~|Me too~
76047|(칭찬이라…) |(Compliment…)|(Compliment…)|(Compliment…)|(Compliment…)|(Compliment…)|(Compliment…)|(Compliment…)|(Compliment…)|(Compliment…)
76048|다시 뵙게 된 것은 너무나 기쁘지만 일단 할 일을 마무리하고 다시 이야기를 나눌까요? |I am so happy to see you all, but how about we finish what we have to do first?|I am so happy to see you all, but how about we finish what we have to do first?|I am so happy to see you all, but how about we finish what we have to do first?|I am so happy to see you all, but how about we finish what we have to do first?|I am so happy to see you all, but how about we finish what we have to do first?|I am so happy to see you all, but how about we finish what we have to do first?|I am so happy to see you all, but how about we finish what we have to do first?|I am so happy to see you all, but how about we finish what we have to do first?|I am so happy to see you all, but how about we finish what we have to do first?
76049|할 일? |Do what?|Do what?|Do what?|Do what?|Do what?|Do what?|Do what?|Do what?|Do what?
76050|네. 여러분, 그리고 제가 해야 할 일이죠. |Something for you and me.|Something for you and me.|Something for you and me.|Something for you and me.|Something for you and me.|Something for you and me.|Something for you and me.|Something for you and me.|Something for you and me.
76051|그게 뭔데 그래 아이? |What is that, Aye?|What is that, Aye?|What is that, Aye?|What is that, Aye?|What is that, Aye?|What is that, Aye?|What is that, Aye?|What is that, Aye?|What is that, Aye?
76052|전투. |Combat.|Combat.|Combat.|Combat.|Combat.|Combat.|Combat.|Combat.|Combat.
76053|응? 뭐라고? |Huh? What did you say?|Huh? What did you say?|Huh? What did you say?|Huh? What did you say?|Huh? What did you say?|Huh? What did you say?|Huh? What did you say?|Huh? What did you say?|Huh? What did you say?
76054|아이의 뒤에서 적이 등장했습니다! 어서 전투태세를! |Sir, an enemy suddenly appeared from the back of Aye! We should get prepared!|Sir, an enemy suddenly appeared from the back of Aye! We should get prepared!|Sir, an enemy suddenly appeared from the back of Aye! We should get prepared!|Sir, an enemy suddenly appeared from the back of Aye! We should get prepared!|Sir, an enemy suddenly appeared from the back of Aye! We should get prepared!|Sir, an enemy suddenly appeared from the back of Aye! We should get prepared!|Sir, an enemy suddenly appeared from the back of Aye! We should get prepared!|Sir, an enemy suddenly appeared from the back of Aye! We should get prepared!|Sir, an enemy suddenly appeared from the back of Aye! We should get prepared!
76055|뭐야, 갑자기… 아무튼 대답은 이기고 난 뒤에 듣도록 하지! |What the… Well, I will get back to you after this!|What the… Well, I will get back to you after this!|What the… Well, I will get back to you after this!|What the… Well, I will get back to you after this!|What the… Well, I will get back to you after this!|What the… Well, I will get back to you after this!|What the… Well, I will get back to you after this!|What the… Well, I will get back to you after this!|What the… Well, I will get back to you after this!
76056|준비되셨으면 가겠습니다!!|I will go when you are ready!!|I will go when you are ready!!|I will go when you are ready!!|I will go when you are ready!!|I will go when you are ready!!|I will go when you are ready!!|I will go when you are ready!!|I will go when you are ready!!|I will go when you are ready!!
76057|To be Continued|To be Continued|To be Continued|To be Continued|To be Continued|To be Continued|To be Continued|To be Continued|To be Continued|To be Continued
78001|마지막… 한 방!! |Last… shot!!|Last… shot!!|Last… shot!!|Last… shot!!|Last… shot!!|Last… shot!!|Last… shot!!|Last… shot!!|Last… shot!!
78002|콰쾅- |BOOM!|BOOM!|BOOM!|BOOM!|BOOM!|BOOM!|BOOM!|BOOM!|BOOM!
78003|생체 신호 정지… 적군 전멸했습니다. |No vital sign… Enemies annihilated.|No vital sign… Enemies annihilated.|No vital sign… Enemies annihilated.|No vital sign… Enemies annihilated.|No vital sign… Enemies annihilated.|No vital sign… Enemies annihilated.|No vital sign… Enemies annihilated.|No vital sign… Enemies annihilated.|No vital sign… Enemies annihilated.
78004|좋았어!!|Nice!!|Nice!!|Nice!!|Nice!!|Nice!!|Nice!!|Nice!!|Nice!!|Nice!!
78005|놀랐습니다. 저희와 같은 무기의 상대라니… |Quite surprising that they had the same weapon like us…|Quite surprising that they had the same weapon like us…|Quite surprising that they had the same weapon like us…|Quite surprising that they had the same weapon like us…|Quite surprising that they had the same weapon like us…|Quite surprising that they had the same weapon like us…|Quite surprising that they had the same weapon like us…|Quite surprising that they had the same weapon like us…|Quite surprising that they had the same weapon like us…
78006|그러니까 말이에요. 심지어 검술조차 비슷했어… |I know. They even had similar swordsmanship…|I know. They even had similar swordsmanship…|I know. They even had similar swordsmanship…|I know. They even had similar swordsmanship…|I know. They even had similar swordsmanship…|I know. They even had similar swordsmanship…|I know. They even had similar swordsmanship…|I know. They even had similar swordsmanship…|I know. They even had similar swordsmanship…
78007|거울을 보고 있는 것 같더군요. |Like looking into the mirror.|Like looking into the mirror.|Like looking into the mirror.|Like looking into the mirror.|Like looking into the mirror.|Like looking into the mirror.|Like looking into the mirror.|Like looking into the mirror.|Like looking into the mirror.
78008|자세한 감상은 저 녀석에게 직접 물어보자고. |Let's ask details to that one.|Let's ask details to that one.|Let's ask details to that one.|Let's ask details to that one.|Let's ask details to that one.|Let's ask details to that one.|Let's ask details to that one.|Let's ask details to that one.|Let's ask details to that one.
78009|저 녀석? 절 말씀하시는 건가요? |That one? Are you talking to me?|That one? Are you talking to me?|That one? Are you talking to me?|That one? Are you talking to me?|That one? Are you talking to me?|That one? Are you talking to me?|That one? Are you talking to me?|That one? Are you talking to me?|That one? Are you talking to me?
78010|그럼 너 말고 답을 해줄 사람이 여기 또 누가 있어!! |If that's not you, who do you think is going to answer?!|If that's not you, who do you think is going to answer?!|If that's not you, who do you think is going to answer?!|If that's not you, who do you think is going to answer?!|If that's not you, who do you think is going to answer?!|If that's not you, who do you think is going to answer?!|If that's not you, who do you think is going to answer?!|If that's not you, who do you think is going to answer?!|If that's not you, who do you think is going to answer?!
78011|여전히 화가 많으시군요. 사령관님. |I can see that you still have a temper, Commander.|I can see that you still have a temper, Commander.|I can see that you still have a temper, Commander.|I can see that you still have a temper, Commander.|I can see that you still have a temper, Commander.|I can see that you still have a temper, Commander.|I can see that you still have a temper, Commander.|I can see that you still have a temper, Commander.|I can see that you still have a temper, Commander.
78012|얼레? 전투 패턴뿐만 아니라 성격까지 파악한 거야? |Huh? You know our personality as well as our combat pattern?|Huh? You know our personality as well as our combat pattern?|Huh? You know our personality as well as our combat pattern?|Huh? You know our personality as well as our combat pattern?|Huh? You know our personality as well as our combat pattern?|Huh? You know our personality as well as our combat pattern?|Huh? You know our personality as well as our combat pattern?|Huh? You know our personality as well as our combat pattern?|Huh? You know our personality as well as our combat pattern?
78013|정말… 그런가요? |Is that… true?|Is that… true?|Is that… true?|Is that… true?|Is that… true?|Is that… true?|Is that… true?|Is that… true?|Is that… true?
78014|맞습니다. 전투에 있어서 습관과 성격은 매우 중요하죠. 가끔은 승패를 좌우할 정도로 말입니다. |Correct. Habit and personality are very important for combat. They sometimes determine winning or losing.|Correct. Habit and personality are very important for combat. They sometimes determine winning or losing.|Correct. Habit and personality are very important for combat. They sometimes determine winning or losing.|Correct. Habit and personality are very important for combat. They sometimes determine winning or losing.|Correct. Habit and personality are very important for combat. They sometimes determine winning or losing.|Correct. Habit and personality are very important for combat. They sometimes determine winning or losing.|Correct. Habit and personality are very important for combat. They sometimes determine winning or losing.|Correct. Habit and personality are very important for combat. They sometimes determine winning or losing.|Correct. Habit and personality are very important for combat. They sometimes determine winning or losing.
78015|그럼 내 단점은 뭐야!? |What's my weakness then?!|What's my weakness then?!|What's my weakness then?!|What's my weakness then?!|What's my weakness then?!|What's my weakness then?!|What's my weakness then?!|What's my weakness then?!|What's my weakness then?!
78016|하나자와 레나. 단점. 사령관에 대한 깊은 사랑. |Hanazawa Lena. Weakness: Deep affection for Commander.|Hanazawa Lena. Weakness: Deep affection for Commander.|Hanazawa Lena. Weakness: Deep affection for Commander.|Hanazawa Lena. Weakness: Deep affection for Commander.|Hanazawa Lena. Weakness: Deep affection for Commander.|Hanazawa Lena. Weakness: Deep affection for Commander.|Hanazawa Lena. Weakness: Deep affection for Commander.|Hanazawa Lena. Weakness: Deep affection for Commander.|Hanazawa Lena. Weakness: Deep affection for Commander.
78017|뭐… 뭐야 그게. 그건 장점이지 장점! |W-Wha… that's a strength, not a weakness!|W-Wha… that's a strength, not a weakness!|W-Wha… that's a strength, not a weakness!|W-Wha… that's a strength, not a weakness!|W-Wha… that's a strength, not a weakness!|W-Wha… that's a strength, not a weakness!|W-Wha… that's a strength, not a weakness!|W-Wha… that's a strength, not a weakness!|W-Wha… that's a strength, not a weakness!
78018|음… 그렇게 생각하시나요? 그렇다면 이 영상을 한 번 보시죠. |Ummm… Do you think so? Then let's see this video.|Ummm… Do you think so? Then let's see this video.|Ummm… Do you think so? Then let's see this video.|Ummm… Do you think so? Then let's see this video.|Ummm… Do you think so? Then let's see this video.|Ummm… Do you think so? Then let's see this video.|Ummm… Do you think so? Then let's see this video.|Ummm… Do you think so? Then let's see this video.|Ummm… Do you think so? Then let's see this video.
78019|…!? |…!? |…!? |…!? |…!? |…!? |…!? |…!? |…!? |…!? 
78020|어이 저건… |Hey, that's…|Hey, that's…|Hey, that's…|Hey, that's…|Hey, that's…|Hey, that's…|Hey, that's…|Hey, that's…|Hey, that's…
78021|네. 시뮬레이션 영상입니다. 레나. 당신은 사령관을 향한 마음 때문에 그가 위기에 처하면 지나치게 흥분하여 냉정한 판단력을 잃습니다. |Yes, it's a simulation video. Lena, when Commander is endangered, you become overexcited and lose calm judgment due to your heart for him.|Yes, it's a simulation video. Lena, when Commander is endangered, you become overexcited and lose calm judgment due to your heart for him.|Yes, it's a simulation video. Lena, when Commander is endangered, you become overexcited and lose calm judgment due to your heart for him.|Yes, it's a simulation video. Lena, when Commander is endangered, you become overexcited and lose calm judgment due to your heart for him.|Yes, it's a simulation video. Lena, when Commander is endangered, you become overexcited and lose calm judgment due to your heart for him.|Yes, it's a simulation video. Lena, when Commander is endangered, you become overexcited and lose calm judgment due to your heart for him.|Yes, it's a simulation video. Lena, when Commander is endangered, you become overexcited and lose calm judgment due to your heart for him.|Yes, it's a simulation video. Lena, when Commander is endangered, you become overexcited and lose calm judgment due to your heart for him.|Yes, it's a simulation video. Lena, when Commander is endangered, you become overexcited and lose calm judgment due to your heart for him.
78022|그렇지 않아… |That's not true…|That's not true…|That's not true…|That's not true…|That's not true…|That's not true…|That's not true…|That's not true…|That's not true…
78023|그 결과는 영상에서 보시는 바와 같이|As you can see in the video, the result is-|As you can see in the video, the result is-|As you can see in the video, the result is-|As you can see in the video, the result is-|As you can see in the video, the result is-|As you can see in the video, the result is-|As you can see in the video, the result is-|As you can see in the video, the result is-|As you can see in the video, the result is-
78024|패배와 죽음|Lost and death.|Lost and death.|Lost and death.|Lost and death.|Lost and death.|Lost and death.|Lost and death.|Lost and death.|Lost and death.
78025|그렇습니다.|That's correct.|That's correct.|That's correct.|That's correct.|That's correct.|That's correct.|That's correct.|That's correct.|That's correct.
78026|아이 이 녀석. 자꾸 장난질을 칠 거야? 그런 시뮬레이션은 몽땅 엉터리라고. |You, are you going to keep this mischief? Those simulations are just nonsense.|You, are you going to keep this mischief? Those simulations are just nonsense.|You, are you going to keep this mischief? Those simulations are just nonsense.|You, are you going to keep this mischief? Those simulations are just nonsense.|You, are you going to keep this mischief? Those simulations are just nonsense.|You, are you going to keep this mischief? Those simulations are just nonsense.|You, are you going to keep this mischief? Those simulations are just nonsense.|You, are you going to keep this mischief? Those simulations are just nonsense.|You, are you going to keep this mischief? Those simulations are just nonsense.
78027|왜 엉터리라고 생각하시죠? |Why do you think so?|Why do you think so?|Why do you think so?|Why do you think so?|Why do you think so?|Why do you think so?|Why do you think so?|Why do you think so?|Why do you think so?
78028|글쎄. 전투 요원이 아닌 네가 알 수 있을까? 전장에 데이터로 기록할 수 없는 수많은 것이 있다는 걸? |Well, I don't think you can understand as you are not a combat agent. There are so many things in the war that can't be recorded as data.|Well, I don't think you can understand as you are not a combat agent. There are so many things in the war that can't be recorded as data.|Well, I don't think you can understand as you are not a combat agent. There are so many things in the war that can't be recorded as data.|Well, I don't think you can understand as you are not a combat agent. There are so many things in the war that can't be recorded as data.|Well, I don't think you can understand as you are not a combat agent. There are so many things in the war that can't be recorded as data.|Well, I don't think you can understand as you are not a combat agent. There are so many things in the war that can't be recorded as data.|Well, I don't think you can understand as you are not a combat agent. There are so many things in the war that can't be recorded as data.|Well, I don't think you can understand as you are not a combat agent. There are so many things in the war that can't be recorded as data.|Well, I don't think you can understand as you are not a combat agent. There are so many things in the war that can't be recorded as data.
78029|예를 들면? |For example?|For example?|For example?|For example?|For example?|For example?|For example?|For example?|For example?
78030|… 긴장, 향수, 헌신, 우정, 사랑, 팀워크. 시시각각 바뀌는 그 모든 것을 계량화할 수 있다고? |… Tension, homesick, dedication, comradeship, love, teamwork. Do you think you can measure these things that change every second?|… Tension, homesick, dedication, comradeship, love, teamwork. Do you think you can measure these things that change every second?|… Tension, homesick, dedication, comradeship, love, teamwork. Do you think you can measure these things that change every second?|… Tension, homesick, dedication, comradeship, love, teamwork. Do you think you can measure these things that change every second?|… Tension, homesick, dedication, comradeship, love, teamwork. Do you think you can measure these things that change every second?|… Tension, homesick, dedication, comradeship, love, teamwork. Do you think you can measure these things that change every second?|… Tension, homesick, dedication, comradeship, love, teamwork. Do you think you can measure these things that change every second?|… Tension, homesick, dedication, comradeship, love, teamwork. Do you think you can measure these things that change every second?|… Tension, homesick, dedication, comradeship, love, teamwork. Do you think you can measure these things that change every second?
78031|… |… |… |… |… |… |… |… |… |… 
78032|아이. 이번엔 당신이 지나쳤어요. 아는 바를 전하려는 목적이었어도 그런 영상은 잘못된 것이에요. |Aye, you were being too much this time. Even though you didn't mean to, that video was rude.|Aye, you were being too much this time. Even though you didn't mean to, that video was rude.|Aye, you were being too much this time. Even though you didn't mean to, that video was rude.|Aye, you were being too much this time. Even though you didn't mean to, that video was rude.|Aye, you were being too much this time. Even though you didn't mean to, that video was rude.|Aye, you were being too much this time. Even though you didn't mean to, that video was rude.|Aye, you were being too much this time. Even though you didn't mean to, that video was rude.|Aye, you were being too much this time. Even though you didn't mean to, that video was rude.|Aye, you were being too much this time. Even though you didn't mean to, that video was rude.
78033|그렇군요. 거기까지는 아직 몰랐습니다|I see. I did not know that far.|I see. I did not know that far.|I see. I did not know that far.|I see. I did not know that far.|I see. I did not know that far.|I see. I did not know that far.|I see. I did not know that far.|I see. I did not know that far.|I see. I did not know that far.
78034|(아직… 몰랐다…?) |(Did not know… that far…?)|(Did not know… that far…?)|(Did not know… that far…?)|(Did not know… that far…?)|(Did not know… that far…?)|(Did not know… that far…?)|(Did not know… that far…?)|(Did not know… that far…?)|(Did not know… that far…?)
78035|사과와 함께 축하의 인사를 전하겠습니다.|I offer my apologies with congratulations.|I offer my apologies with congratulations.|I offer my apologies with congratulations.|I offer my apologies with congratulations.|I offer my apologies with congratulations.|I offer my apologies with congratulations.|I offer my apologies with congratulations.|I offer my apologies with congratulations.|I offer my apologies with congratulations.
78036|축하? |Congratulations?|Congratulations?|Congratulations?|Congratulations?|Congratulations?|Congratulations?|Congratulations?|Congratulations?|Congratulations?
78037|네. 방금 여러분께서는 신형 ‘다이브 룸’의 첫 단계를 통과하셨습니다.|Yes, you just have passed the first stage of the new 'Dive Room'.|Yes, you just have passed the first stage of the new 'Dive Room'.|Yes, you just have passed the first stage of the new 'Dive Room'.|Yes, you just have passed the first stage of the new 'Dive Room'.|Yes, you just have passed the first stage of the new 'Dive Room'.|Yes, you just have passed the first stage of the new 'Dive Room'.|Yes, you just have passed the first stage of the new 'Dive Room'.|Yes, you just have passed the first stage of the new 'Dive Room'.|Yes, you just have passed the first stage of the new 'Dive Room'.
78038|역시나 이것도 테스트의 일종이었군? |Okay, so this was part of the test?|Okay, so this was part of the test?|Okay, so this was part of the test?|Okay, so this was part of the test?|Okay, so this was part of the test?|Okay, so this was part of the test?|Okay, so this was part of the test?|Okay, so this was part of the test?|Okay, so this was part of the test?
