key|EBSS_Kr|EBSS_En|EBSS_Beon|EBSS_Esp|EBSS_Deu|EBSS_Idn|EBSS_Tha|EBSS_Fr|EBSS_Gan|EBSS_Rus
10520106|그럴 거예요. 오늘 아침에 사령관님을 뵈러 간다고 하셨으니까요.\n책상 위에 올려두면 되지 않을까요?|I suppose. She said she will be visiting Commander.\nWhy don't you just put it on her desk?|I suppose. She said she will be visiting Commander.\nWhy don't you just put it on her desk?|I suppose. She said she will be visiting Commander.\nWhy don't you just put it on her desk?|I suppose. She said she will be visiting Commander.\nWhy don't you just put it on her desk?|I suppose. She said she will be visiting Commander.\nWhy don't you just put it on her desk?|I suppose. She said she will be visiting Commander.\nWhy don't you just put it on her desk?|I suppose. She said she will be visiting Commander.\nWhy don't you just put it on her desk?|I suppose. She said she will be visiting Commander.\nWhy don't you just put it on her desk?|I suppose. She said she will be visiting Commander.\nWhy don't you just put it on her desk?
10520107|지, 지금 당장 날인을 받아야 하는데……|But, I have to get it sealed right now……|But, I have to get it sealed right now……|But, I have to get it sealed right now……|But, I have to get it sealed right now……|But, I have to get it sealed right now……|But, I have to get it sealed right now……|But, I have to get it sealed right now……|But, I have to get it sealed right now……|But, I have to get it sealed right now……
10520108|그럼 어쩔 수 없죠.\n제가 대장님한테 가서……|It can't be helped.\nI will meet her and……|It can't be helped.\nI will meet her and……|It can't be helped.\nI will meet her and……|It can't be helped.\nI will meet her and……|It can't be helped.\nI will meet her and……|It can't be helped.\nI will meet her and……|It can't be helped.\nI will meet her and……|It can't be helped.\nI will meet her and……|It can't be helped.\nI will meet her and……
10520109|그 순간.\n방을 나서려던 린다와 아뉴의 시선이 교차했다.|At that time,\nLinda was on the way out and caught Aneu's eye.|At that time,\nLinda was on the way out and caught Aneu's eye.|At that time,\nLinda was on the way out and caught Aneu's eye.|At that time,\nLinda was on the way out and caught Aneu's eye.|At that time,\nLinda was on the way out and caught Aneu's eye.|At that time,\nLinda was on the way out and caught Aneu's eye.|At that time,\nLinda was on the way out and caught Aneu's eye.|At that time,\nLinda was on the way out and caught Aneu's eye.|At that time,\nLinda was on the way out and caught Aneu's eye.
10520110|히익!!|Geez!!|Geez!!|Geez!!|Geez!!|Geez!!|Geez!!|Geez!!|Geez!!|Geez!!
10520111|왜 이상한 소릴 내고 그……\n어라? 혹시 거깄는 사람, 2소대장 아뉴야?|Why are you screaming……\nIs that Aneu the 2nd platoon leader? Is she there?|Why are you screaming……\nIs that Aneu the 2nd platoon leader? Is she there?|Why are you screaming……\nIs that Aneu the 2nd platoon leader? Is she there?|Why are you screaming……\nIs that Aneu the 2nd platoon leader? Is she there?|Why are you screaming……\nIs that Aneu the 2nd platoon leader? Is she there?|Why are you screaming……\nIs that Aneu the 2nd platoon leader? Is she there?|Why are you screaming……\nIs that Aneu the 2nd platoon leader? Is she there?|Why are you screaming……\nIs that Aneu the 2nd platoon leader? Is she there?|Why are you screaming……\nIs that Aneu the 2nd platoon leader? Is she there?
10520112|맞는 것 같네요……|I think so……|I think so……|I think so……|I think so……|I think so……|I think so……|I think so……|I think so……|I think so……
10520113|사람을 유령 취급하지 말거라!\n것 참, 발큐리아 부대를 떠날 때랑 변한 게 하나도 없는 것 같군.|Do not dare treat us like a ghost!\nMy goodness. Nothing has been changed since you have left Valkyrie troops.|Do not dare treat us like a ghost!\nMy goodness. Nothing has been changed since you have left Valkyrie troops.|Do not dare treat us like a ghost!\nMy goodness. Nothing has been changed since you have left Valkyrie troops.|Do not dare treat us like a ghost!\nMy goodness. Nothing has been changed since you have left Valkyrie troops.|Do not dare treat us like a ghost!\nMy goodness. Nothing has been changed since you have left Valkyrie troops.|Do not dare treat us like a ghost!\nMy goodness. Nothing has been changed since you have left Valkyrie troops.|Do not dare treat us like a ghost!\nMy goodness. Nothing has been changed since you have left Valkyrie troops.|Do not dare treat us like a ghost!\nMy goodness. Nothing has been changed since you have left Valkyrie troops.|Do not dare treat us like a ghost!\nMy goodness. Nothing has been changed since you have left Valkyrie troops.
10520114|아뉴 소대장님, 그리고……\n2소대가 분명한데…… 왜 여기 계시죠?|Aneu the platoon leader and……\nYou guys are 2nd platoon, but…… why are you here?|Aneu the platoon leader and……\nYou guys are 2nd platoon, but…… why are you here?|Aneu the platoon leader and……\nYou guys are 2nd platoon, but…… why are you here?|Aneu the platoon leader and……\nYou guys are 2nd platoon, but…… why are you here?|Aneu the platoon leader and……\nYou guys are 2nd platoon, but…… why are you here?|Aneu the platoon leader and……\nYou guys are 2nd platoon, but…… why are you here?|Aneu the platoon leader and……\nYou guys are 2nd platoon, but…… why are you here?|Aneu the platoon leader and……\nYou guys are 2nd platoon, but…… why are you here?|Aneu the platoon leader and……\nYou guys are 2nd platoon, but…… why are you here?
10520115|인원이 부족하니 좀 도와주십쇼~ 라고 하면서 파견을 보내더라구!\n그런데 샤오이 소대장한테 아무 말도 못 들었어?|They dispatched us saying "please help, lack of personnel~"!\nHave you heard anything from Xiao Yi?|They dispatched us saying "please help, lack of personnel~"!\nHave you heard anything from Xiao Yi?|They dispatched us saying "please help, lack of personnel~"!\nHave you heard anything from Xiao Yi?|They dispatched us saying "please help, lack of personnel~"!\nHave you heard anything from Xiao Yi?|They dispatched us saying "please help, lack of personnel~"!\nHave you heard anything from Xiao Yi?|They dispatched us saying "please help, lack of personnel~"!\nHave you heard anything from Xiao Yi?|They dispatched us saying "please help, lack of personnel~"!\nHave you heard anything from Xiao Yi?|They dispatched us saying "please help, lack of personnel~"!\nHave you heard anything from Xiao Yi?|They dispatched us saying "please help, lack of personnel~"!\nHave you heard anything from Xiao Yi?
10520116|으으으으, 전혀 들은 게 없었어요!\n샤오이 소대장님, 왜 저한테 말씀을 안 해주시는 거예요~~~!!|No, nothing!\nWhy are you not telling me anything, Xiao Yi!|No, nothing!\nWhy are you not telling me anything, Xiao Yi!|No, nothing!\nWhy are you not telling me anything, Xiao Yi!|No, nothing!\nWhy are you not telling me anything, Xiao Yi!|No, nothing!\nWhy are you not telling me anything, Xiao Yi!|No, nothing!\nWhy are you not telling me anything, Xiao Yi!|No, nothing!\nWhy are you not telling me anything, Xiao Yi!|No, nothing!\nWhy are you not telling me anything, Xiao Yi!|No, nothing!\nWhy are you not telling me anything, Xiao Yi!
10520117|페트라의 외침을 들어보는 게 오랜만이라 그리운 느낌이 들어.|It felt so yearning since it had been quite a long time hearing Petra's cry.|It felt so yearning since it had been quite a long time hearing Petra's cry.|It felt so yearning since it had been quite a long time hearing Petra's cry.|It felt so yearning since it had been quite a long time hearing Petra's cry.|It felt so yearning since it had been quite a long time hearing Petra's cry.|It felt so yearning since it had been quite a long time hearing Petra's cry.|It felt so yearning since it had been quite a long time hearing Petra's cry.|It felt so yearning since it had been quite a long time hearing Petra's cry.|It felt so yearning since it had been quite a long time hearing Petra's cry.
10520118|지금은 감상에 젖을 때가 아닌 것 같은데요……\n그리고 또 다른 부대에 파견을 요청할 정도로 사람이 부족했나 보네요.|I guess this is not the right time to get emotional……\nAnd the lack of personnel was that serious to ask for dispatch from another troop.|I guess this is not the right time to get emotional……\nAnd the lack of personnel was that serious to ask for dispatch from another troop.|I guess this is not the right time to get emotional……\nAnd the lack of personnel was that serious to ask for dispatch from another troop.|I guess this is not the right time to get emotional……\nAnd the lack of personnel was that serious to ask for dispatch from another troop.|I guess this is not the right time to get emotional……\nAnd the lack of personnel was that serious to ask for dispatch from another troop.|I guess this is not the right time to get emotional……\nAnd the lack of personnel was that serious to ask for dispatch from another troop.|I guess this is not the right time to get emotional……\nAnd the lack of personnel was that serious to ask for dispatch from another troop.|I guess this is not the right time to get emotional……\nAnd the lack of personnel was that serious to ask for dispatch from another troop.|I guess this is not the right time to get emotional……\nAnd the lack of personnel was that serious to ask for dispatch from another troop.
10520119|제국의 공세가 거세지고 있다.\n어쩔 수 없는 부분도 있긴 하지만…… 우리가 파견될 줄이야……|The Empire's attack is getting aggressive.\nIt can't be helped but…… we didn't know that we were to be dispatched……|The Empire's attack is getting aggressive.\nIt can't be helped but…… we didn't know that we were to be dispatched……|The Empire's attack is getting aggressive.\nIt can't be helped but…… we didn't know that we were to be dispatched……|The Empire's attack is getting aggressive.\nIt can't be helped but…… we didn't know that we were to be dispatched……|The Empire's attack is getting aggressive.\nIt can't be helped but…… we didn't know that we were to be dispatched……|The Empire's attack is getting aggressive.\nIt can't be helped but…… we didn't know that we were to be dispatched……|The Empire's attack is getting aggressive.\nIt can't be helped but…… we didn't know that we were to be dispatched……|The Empire's attack is getting aggressive.\nIt can't be helped but…… we didn't know that we were to be dispatched……|The Empire's attack is getting aggressive.\nIt can't be helped but…… we didn't know that we were to be dispatched……
10520120|여신의 키스도 기존에 비해서 맡는 임무의 폭이 늘었잖아요.\n그러니까 이번에 공적을 쌓으면 아뉴의 평판도 오를 거예요.\n그렇게 되면 왕좌에 오르게 될 시간이 단축되겠죠?|Goddess Kiss' range of mission also got wider than before.\nSo if you achieve a glorious exploit, your reputation will be higher as well, Aneu.\nWhich makes less time for becoming a king!|Goddess Kiss' range of mission also got wider than before.\nSo if you achieve a glorious exploit, your reputation will be higher as well, Aneu.\nWhich makes less time for becoming a king!|Goddess Kiss' range of mission also got wider than before.\nSo if you achieve a glorious exploit, your reputation will be higher as well, Aneu.\nWhich makes less time for becoming a king!|Goddess Kiss' range of mission also got wider than before.\nSo if you achieve a glorious exploit, your reputation will be higher as well, Aneu.\nWhich makes less time for becoming a king!|Goddess Kiss' range of mission also got wider than before.\nSo if you achieve a glorious exploit, your reputation will be higher as well, Aneu.\nWhich makes less time for becoming a king!|Goddess Kiss' range of mission also got wider than before.\nSo if you achieve a glorious exploit, your reputation will be higher as well, Aneu.\nWhich makes less time for becoming a king!|Goddess Kiss' range of mission also got wider than before.\nSo if you achieve a glorious exploit, your reputation will be higher as well, Aneu.\nWhich makes less time for becoming a king!|Goddess Kiss' range of mission also got wider than before.\nSo if you achieve a glorious exploit, your reputation will be higher as well, Aneu.\nWhich makes less time for becoming a king!|Goddess Kiss' range of mission also got wider than before.\nSo if you achieve a glorious exploit, your reputation will be higher as well, Aneu.\nWhich makes less time for becoming a king!
10520121|음, 일리가 있구나!|Hmph, that makes sense to us!|Hmph, that makes sense to us!|Hmph, that makes sense to us!|Hmph, that makes sense to us!|Hmph, that makes sense to us!|Hmph, that makes sense to us!|Hmph, that makes sense to us!|Hmph, that makes sense to us!|Hmph, that makes sense to us!
10520122|어라? 아직도 왕이 되겠다는 걸 포기하지 않았나 보네.|Huh? You still did not give up for becoming a king?|Huh? You still did not give up for becoming a king?|Huh? You still did not give up for becoming a king?|Huh? You still did not give up for becoming a king?|Huh? You still did not give up for becoming a king?|Huh? You still did not give up for becoming a king?|Huh? You still did not give up for becoming a king?|Huh? You still did not give up for becoming a king?|Huh? You still did not give up for becoming a king?
10520123|아뉴랑 네페르티는 망국의 왕족의 후손.\n왕국을 만들면 미야도 거기서 살고, 코코도 같이 살 거야.|Aneu and Neperti are loyal descendants of a lost kingdom.\nIf they construct one, Miya will live there and Koko as well.|Aneu and Neperti are loyal descendants of a lost kingdom.\nIf they construct one, Miya will live there and Koko as well.|Aneu and Neperti are loyal descendants of a lost kingdom.\nIf they construct one, Miya will live there and Koko as well.|Aneu and Neperti are loyal descendants of a lost kingdom.\nIf they construct one, Miya will live there and Koko as well.|Aneu and Neperti are loyal descendants of a lost kingdom.\nIf they construct one, Miya will live there and Koko as well.|Aneu and Neperti are loyal descendants of a lost kingdom.\nIf they construct one, Miya will live there and Koko as well.|Aneu and Neperti are loyal descendants of a lost kingdom.\nIf they construct one, Miya will live there and Koko as well.|Aneu and Neperti are loyal descendants of a lost kingdom.\nIf they construct one, Miya will live there and Koko as well.|Aneu and Neperti are loyal descendants of a lost kingdom.\nIf they construct one, Miya will live there and Koko as well.
10520124|국민 1호와 2호라, 좋구나!!\n하하하!!|The first and second citizen. How nice!!\nHAHAHA!!|The first and second citizen. How nice!!\nHAHAHA!!|The first and second citizen. How nice!!\nHAHAHA!!|The first and second citizen. How nice!!\nHAHAHA!!|The first and second citizen. How nice!!\nHAHAHA!!|The first and second citizen. How nice!!\nHAHAHA!!|The first and second citizen. How nice!!\nHAHAHA!!|The first and second citizen. How nice!!\nHAHAHA!!|The first and second citizen. How nice!!\nHAHAHA!!
10520125|비비는 그런 아뉴를 보고 고개를 절레절레 저었다.\n그때, 샤오이가 2소대 뒤에서 불쑥 나타났다.|Bibi shook her head for Aneu's behavior.\nAt the same time, Xiao Yi appeared unexpectedly behind the 2nd platoon members.|Bibi shook her head for Aneu's behavior.\nAt the same time, Xiao Yi appeared unexpectedly behind the 2nd platoon members.|Bibi shook her head for Aneu's behavior.\nAt the same time, Xiao Yi appeared unexpectedly behind the 2nd platoon members.|Bibi shook her head for Aneu's behavior.\nAt the same time, Xiao Yi appeared unexpectedly behind the 2nd platoon members.|Bibi shook her head for Aneu's behavior.\nAt the same time, Xiao Yi appeared unexpectedly behind the 2nd platoon members.|Bibi shook her head for Aneu's behavior.\nAt the same time, Xiao Yi appeared unexpectedly behind the 2nd platoon members.|Bibi shook her head for Aneu's behavior.\nAt the same time, Xiao Yi appeared unexpectedly behind the 2nd platoon members.|Bibi shook her head for Aneu's behavior.\nAt the same time, Xiao Yi appeared unexpectedly behind the 2nd platoon members.|Bibi shook her head for Aneu's behavior.\nAt the same time, Xiao Yi appeared unexpectedly behind the 2nd platoon members.
10520126|어라~? 누군가 했더니 2소대잖아!\n오랜만이야~~!! 벌써 와 있었구나?|Look who's here, it's the 2nd platoon!\nLong time no see~~!! When did you arrive?|Look who's here, it's the 2nd platoon!\nLong time no see~~!! When did you arrive?|Look who's here, it's the 2nd platoon!\nLong time no see~~!! When did you arrive?|Look who's here, it's the 2nd platoon!\nLong time no see~~!! When did you arrive?|Look who's here, it's the 2nd platoon!\nLong time no see~~!! When did you arrive?|Look who's here, it's the 2nd platoon!\nLong time no see~~!! When did you arrive?|Look who's here, it's the 2nd platoon!\nLong time no see~~!! When did you arrive?|Look who's here, it's the 2nd platoon!\nLong time no see~~!! When did you arrive?|Look who's here, it's the 2nd platoon!\nLong time no see~~!! When did you arrive?
10520127|오오, 오랜만이로구나.\n부대에서 보이질 않으니 깜빡할 뻔했다.|It has been quite a long time.\nYou have been almost forgotten by us.|It has been quite a long time.\nYou have been almost forgotten by us.|It has been quite a long time.\nYou have been almost forgotten by us.|It has been quite a long time.\nYou have been almost forgotten by us.|It has been quite a long time.\nYou have been almost forgotten by us.|It has been quite a long time.\nYou have been almost forgotten by us.|It has been quite a long time.\nYou have been almost forgotten by us.|It has been quite a long time.\nYou have been almost forgotten by us.|It has been quite a long time.\nYou have been almost forgotten by us.
10520128|에엥~ 너무해~\n일이 바쁘다 보니 그쪽에 못갔던 것뿐이야!|That's so mean~\nI was busy so I could not come by!|That's so mean~\nI was busy so I could not come by!|That's so mean~\nI was busy so I could not come by!|That's so mean~\nI was busy so I could not come by!|That's so mean~\nI was busy so I could not come by!|That's so mean~\nI was busy so I could not come by!|That's so mean~\nI was busy so I could not come by!|That's so mean~\nI was busy so I could not come by!|That's so mean~\nI was busy so I could not come by!
10520129|(지금은 파견 당시처럼 바쁘진 않을 텐데……)|(We are not that busy currently comparing to the days of dispatch……)|(We are not that busy currently comparing to the days of dispatch……)|(We are not that busy currently comparing to the days of dispatch……)|(We are not that busy currently comparing to the days of dispatch……)|(We are not that busy currently comparing to the days of dispatch……)|(We are not that busy currently comparing to the days of dispatch……)|(We are not that busy currently comparing to the days of dispatch……)|(We are not that busy currently comparing to the days of dispatch……)|(We are not that busy currently comparing to the days of dispatch……)
10520130|맞다! 그보다 소대장님!\n왜 저한테 2소대가 파견 온다는 말씀을 해주지 않으셨던 건가요!?|Oh, yes, sir!\nWhy did you not tell me about the 2nd platoon's dispatch!?|Oh, yes, sir!\nWhy did you not tell me about the 2nd platoon's dispatch!?|Oh, yes, sir!\nWhy did you not tell me about the 2nd platoon's dispatch!?|Oh, yes, sir!\nWhy did you not tell me about the 2nd platoon's dispatch!?|Oh, yes, sir!\nWhy did you not tell me about the 2nd platoon's dispatch!?|Oh, yes, sir!\nWhy did you not tell me about the 2nd platoon's dispatch!?|Oh, yes, sir!\nWhy did you not tell me about the 2nd platoon's dispatch!?|Oh, yes, sir!\nWhy did you not tell me about the 2nd platoon's dispatch!?|Oh, yes, sir!\nWhy did you not tell me about the 2nd platoon's dispatch!?
10520131|아…………|Ohh…………|Ohh…………|Ohh…………|Ohh…………|Ohh…………|Ohh…………|Ohh…………|Ohh…………|Ohh…………
10520132|(맞다……)|(I forgot……)|(I forgot……)|(I forgot……)|(I forgot……)|(I forgot……)|(I forgot……)|(I forgot……)|(I forgot……)|(I forgot……)
10520133|그래도 어차피 언젠간 만났을 테니까 문젠 없잖아?♪\n그리고 오히려 서프라이즈한 느낌이라 더 좋지 않았어?|Well, it doesn't matter as we will be seeing each other someday♪\nAnd also wasn't it better for a surprise?|Well, it doesn't matter as we will be seeing each other someday♪\nAnd also wasn't it better for a surprise?|Well, it doesn't matter as we will be seeing each other someday♪\nAnd also wasn't it better for a surprise?|Well, it doesn't matter as we will be seeing each other someday♪\nAnd also wasn't it better for a surprise?|Well, it doesn't matter as we will be seeing each other someday♪\nAnd also wasn't it better for a surprise?|Well, it doesn't matter as we will be seeing each other someday♪\nAnd also wasn't it better for a surprise?|Well, it doesn't matter as we will be seeing each other someday♪\nAnd also wasn't it better for a surprise?|Well, it doesn't matter as we will be seeing each other someday♪\nAnd also wasn't it better for a surprise?|Well, it doesn't matter as we will be seeing each other someday♪\nAnd also wasn't it better for a surprise?
10520134|그, 그치~! 맞아, 그거야!\n너희를 놀라게 해주려고…… 그랬어.|Y-Yes, that's right!\nI was going to make you…… surprised.|Y-Yes, that's right!\nI was going to make you…… surprised.|Y-Yes, that's right!\nI was going to make you…… surprised.|Y-Yes, that's right!\nI was going to make you…… surprised.|Y-Yes, that's right!\nI was going to make you…… surprised.|Y-Yes, that's right!\nI was going to make you…… surprised.|Y-Yes, that's right!\nI was going to make you…… surprised.|Y-Yes, that's right!\nI was going to make you…… surprised.|Y-Yes, that's right!\nI was going to make you…… surprised.
10520135|하아……|*sigh*|*sigh*|*sigh*|*sigh*|*sigh*|*sigh*|*sigh*|*sigh*|*sigh*
10520136|샤오이 씨 얘기는 둘째 치더라도, 같은 부대가 파견됐다는 건 큰 이점 같네요!\n전보다 훨씬 연계를 취하기 쉬워질 것 같아요!|Besides what Xiao Yi is saying, I can see that the dispatch of the same platoon looks beneficial to us!\nIt will be a lot easier to take connected performances!|Besides what Xiao Yi is saying, I can see that the dispatch of the same platoon looks beneficial to us!\nIt will be a lot easier to take connected performances!|Besides what Xiao Yi is saying, I can see that the dispatch of the same platoon looks beneficial to us!\nIt will be a lot easier to take connected performances!|Besides what Xiao Yi is saying, I can see that the dispatch of the same platoon looks beneficial to us!\nIt will be a lot easier to take connected performances!|Besides what Xiao Yi is saying, I can see that the dispatch of the same platoon looks beneficial to us!\nIt will be a lot easier to take connected performances!|Besides what Xiao Yi is saying, I can see that the dispatch of the same platoon looks beneficial to us!\nIt will be a lot easier to take connected performances!|Besides what Xiao Yi is saying, I can see that the dispatch of the same platoon looks beneficial to us!\nIt will be a lot easier to take connected performances!|Besides what Xiao Yi is saying, I can see that the dispatch of the same platoon looks beneficial to us!\nIt will be a lot easier to take connected performances!|Besides what Xiao Yi is saying, I can see that the dispatch of the same platoon looks beneficial to us!\nIt will be a lot easier to take connected performances!
10520137|응, 너희라면 걱정할 필요도 없으니까!|Of course, we don't worry about you!|Of course, we don't worry about you!|Of course, we don't worry about you!|Of course, we don't worry about you!|Of course, we don't worry about you!|Of course, we don't worry about you!|Of course, we don't worry about you!|Of course, we don't worry about you!|Of course, we don't worry about you!
10520138|무엄하다!\n왕족을 대하는 태도가 그게 무엇이냐!|How dare you!\nYour behavior is disrespectful towards us, the royal blood!|How dare you!\nYour behavior is disrespectful towards us, the royal blood!|How dare you!\nYour behavior is disrespectful towards us, the royal blood!|How dare you!\nYour behavior is disrespectful towards us, the royal blood!|How dare you!\nYour behavior is disrespectful towards us, the royal blood!|How dare you!\nYour behavior is disrespectful towards us, the royal blood!|How dare you!\nYour behavior is disrespectful towards us, the royal blood!|How dare you!\nYour behavior is disrespectful towards us, the royal blood!|How dare you!\nYour behavior is disrespectful towards us, the royal blood!
10520139|자, 이제 임무를 열심히 수행해보자!|Alright, let's keep up our hard work!|Alright, let's keep up our hard work!|Alright, let's keep up our hard work!|Alright, let's keep up our hard work!|Alright, let's keep up our hard work!|Alright, let's keep up our hard work!|Alright, let's keep up our hard work!|Alright, let's keep up our hard work!|Alright, let's keep up our hard work!
10520140|말을 전혀 듣지 않으시네요.|They just don't listen.|They just don't listen.|They just don't listen.|They just don't listen.|They just don't listen.|They just don't listen.|They just don't listen.|They just don't listen.|They just don't listen.
10520141|삐! 삐!|*Beep Beep*|*Beep Beep*|*Beep Beep*|*Beep Beep*|*Beep Beep*|*Beep Beep*|*Beep Beep*|*Beep Beep*|*Beep Beep*
10520142|아! 분위기 한창 좋았는데 또 뭐야?|Ahhh! What is it again-?|Ahhh! What is it again-?|Ahhh! What is it again-?|Ahhh! What is it again-?|Ahhh! What is it again-?|Ahhh! What is it again-?|Ahhh! What is it again-?|Ahhh! What is it again-?|Ahhh! What is it again-?
10520143|긴급 임무 발령, 긴급 임무 발령!\n발큐리아 제8소대 및 제2소대 전원은\n즉시 사령부로 귀환하라!! 반복한다――|Emergency mission! Emergency mission!\nEveryone on the 8th and 2nd platoon of Valkyria troops\nshould come back to the Headquarter immediately!! I repeat――|Emergency mission! Emergency mission!\nEveryone on the 8th and 2nd platoon of Valkyria troops\nshould come back to the Headquarter immediately!! I repeat――|Emergency mission! Emergency mission!\nEveryone on the 8th and 2nd platoon of Valkyria troops\nshould come back to the Headquarter immediately!! I repeat――|Emergency mission! Emergency mission!\nEveryone on the 8th and 2nd platoon of Valkyria troops\nshould come back to the Headquarter immediately!! I repeat――|Emergency mission! Emergency mission!\nEveryone on the 8th and 2nd platoon of Valkyria troops\nshould come back to the Headquarter immediately!! I repeat――|Emergency mission! Emergency mission!\nEveryone on the 8th and 2nd platoon of Valkyria troops\nshould come back to the Headquarter immediately!! I repeat――|Emergency mission! Emergency mission!\nEveryone on the 8th and 2nd platoon of Valkyria troops\nshould come back to the Headquarter immediately!! I repeat――|Emergency mission! Emergency mission!\nEveryone on the 8th and 2nd platoon of Valkyria troops\nshould come back to the Headquarter immediately!! I repeat――|Emergency mission! Emergency mission!\nEveryone on the 8th and 2nd platoon of Valkyria troops\nshould come back to the Headquarter immediately!! I repeat――
10520144|온지 얼마나 됐다고 벌써 긴급 임무예요?\n너무 사람을 막 굴리는 거 아닌가요? 생각이 있는 건가요?|It's been just a while being here, and an emergency mission happens right away?\nAren't they treating people so badly? They are out of their mind.|It's been just a while being here, and an emergency mission happens right away?\nAren't they treating people so badly? They are out of their mind.|It's been just a while being here, and an emergency mission happens right away?\nAren't they treating people so badly? They are out of their mind.|It's been just a while being here, and an emergency mission happens right away?\nAren't they treating people so badly? They are out of their mind.|It's been just a while being here, and an emergency mission happens right away?\nAren't they treating people so badly? They are out of their mind.|It's been just a while being here, and an emergency mission happens right away?\nAren't they treating people so badly? They are out of their mind.|It's been just a while being here, and an emergency mission happens right away?\nAren't they treating people so badly? They are out of their mind.|It's been just a while being here, and an emergency mission happens right away?\nAren't they treating people so badly? They are out of their mind.|It's been just a while being here, and an emergency mission happens right away?\nAren't they treating people so badly? They are out of their mind.
10520145|이런 일은 일상다반사야.\n뭐, 조만간 익숙해질 거야!|This happens every time.\nYou will get used to it.|This happens every time.\nYou will get used to it.|This happens every time.\nYou will get used to it.|This happens every time.\nYou will get used to it.|This happens every time.\nYou will get used to it.|This happens every time.\nYou will get used to it.|This happens every time.\nYou will get used to it.|This happens every time.\nYou will get used to it.|This happens every time.\nYou will get used to it.
10520146|급한 임무가 많아서 조금만 경험이 있어보이면 바로 내보내요.\n덕분에 경험을 더 쌓을 수 있다는 것도 과언은 아니지만요.|They just push people out due to several emergency missions.\nThe good thing is that we can have a lot of experience.|They just push people out due to several emergency missions.\nThe good thing is that we can have a lot of experience.|They just push people out due to several emergency missions.\nThe good thing is that we can have a lot of experience.|They just push people out due to several emergency missions.\nThe good thing is that we can have a lot of experience.|They just push people out due to several emergency missions.\nThe good thing is that we can have a lot of experience.|They just push people out due to several emergency missions.\nThe good thing is that we can have a lot of experience.|They just push people out due to several emergency missions.\nThe good thing is that we can have a lot of experience.|They just push people out due to several emergency missions.\nThe good thing is that we can have a lot of experience.|They just push people out due to several emergency missions.\nThe good thing is that we can have a lot of experience.
10520147|아무튼 이렇게 발큐리아 부대끼리 호흡을 맞출 수 있는 첫 임무가 찾아왔어요.\n우리 열심히 해봐요!|Anyways, this is the first time we can cooperate as a Valkyrie troop.\nLet's do this!|Anyways, this is the first time we can cooperate as a Valkyrie troop.\nLet's do this!|Anyways, this is the first time we can cooperate as a Valkyrie troop.\nLet's do this!|Anyways, this is the first time we can cooperate as a Valkyrie troop.\nLet's do this!|Anyways, this is the first time we can cooperate as a Valkyrie troop.\nLet's do this!|Anyways, this is the first time we can cooperate as a Valkyrie troop.\nLet's do this!|Anyways, this is the first time we can cooperate as a Valkyrie troop.\nLet's do this!|Anyways, this is the first time we can cooperate as a Valkyrie troop.\nLet's do this!|Anyways, this is the first time we can cooperate as a Valkyrie troop.\nLet's do this!
10520148|동생을 기다리게 하면 무서~운 보좌관한테 혼날 거야.\n자, 빨리 가자!|If we make my brother wait, a fearsome aide will punish us.\nLet's go, quickly!|If we make my brother wait, a fearsome aide will punish us.\nLet's go, quickly!|If we make my brother wait, a fearsome aide will punish us.\nLet's go, quickly!|If we make my brother wait, a fearsome aide will punish us.\nLet's go, quickly!|If we make my brother wait, a fearsome aide will punish us.\nLet's go, quickly!|If we make my brother wait, a fearsome aide will punish us.\nLet's go, quickly!|If we make my brother wait, a fearsome aide will punish us.\nLet's go, quickly!|If we make my brother wait, a fearsome aide will punish us.\nLet's go, quickly!|If we make my brother wait, a fearsome aide will punish us.\nLet's go, quickly!
10520149|어라? 샤오이한테 동생이 있었나? 그렇다니 그런 거겠지 뭐!\n가자 가자~~~♪|Xiao Yi had a brother? Well, if she says so!\nGo go go~~~♪|Xiao Yi had a brother? Well, if she says so!\nGo go go~~~♪|Xiao Yi had a brother? Well, if she says so!\nGo go go~~~♪|Xiao Yi had a brother? Well, if she says so!\nGo go go~~~♪|Xiao Yi had a brother? Well, if she says so!\nGo go go~~~♪|Xiao Yi had a brother? Well, if she says so!\nGo go go~~~♪|Xiao Yi had a brother? Well, if she says so!\nGo go go~~~♪|Xiao Yi had a brother? Well, if she says so!\nGo go go~~~♪|Xiao Yi had a brother? Well, if she says so!\nGo go go~~~♪
10520150|위대한 왕가 사람은 시간을 낭비해서는 안 되지!\n가자, 네페르티!|The most wondrous royal family should not waste any time.\nLet's go, Neperti!|The most wondrous royal family should not waste any time.\nLet's go, Neperti!|The most wondrous royal family should not waste any time.\nLet's go, Neperti!|The most wondrous royal family should not waste any time.\nLet's go, Neperti!|The most wondrous royal family should not waste any time.\nLet's go, Neperti!|The most wondrous royal family should not waste any time.\nLet's go, Neperti!|The most wondrous royal family should not waste any time.\nLet's go, Neperti!|The most wondrous royal family should not waste any time.\nLet's go, Neperti!|The most wondrous royal family should not waste any time.\nLet's go, Neperti!
